fid,label1930,main_body_water,label1882,alt_label,wkt_geometry
249,Jarikaba Kreek,Saramacca,Jarikapa Kreek,,"LineString (535445.9392532 639090.8693535, 535408.34756584 639212.72742274, 535395.86267615 639647.73657395, 535418.37965609 640115.63899889, 535089.46419366 640559.40343105, 534676.85255445 641213.91005532)"
251,Francinadjonpo Kreek,Saramacca,,,"LineString (534634.35822988 626157.09350826, 534875.79062896 626425.01418062, 535141.7885992 626731.77305856, 535486.90553217 626937.31523569, 535663.41020487 627050.8926316, 535864.40927749 627076.46450632, 536045.52856369 627202.08807924)"
255,Troeti Kreek,Saramacca,Troetie Kreek,,"LineString (535050.39385578 596273.30024254, 535194.81346262 596311.28574301, 535775.03985861 596501.9609255, 536199.19203888 596583.51788186, 536543.55492536 596618.54528764, 537053.94255303 596746.7443126)"
258,Johan Kreek,Saramacca,Johan Kreek,,"LineString (538688.6741488 630840.4951403, 538326.4497513 630899.55871698, 538107.27656867 630910.71492264, 537809.74346095 630963.16028589, 537397.89969288 631068.01799636, 536960.37389763 631098.86166366, 536669.41626049 631243.90971084, 536420.67675673 631271.8085347, 536224.77230961 631228.08827479)"
261,Beki Kreek,Saramacca,,,"LineString (538229.15642085 634424.26458776, 538026.76137767 634198.27171161, 537581.23101139 634241.32162384, 537309.51016688 634262.97511714, 537081.74108002 634404.23637849, 536682.1935371 634413.24203685)"
262,Warimbo Kreek,Saramacca,,,"LineString (538970.68395352 635264.2347124, 538874.12990594 635484.46025019, 538667.41100117 635633.76168211, 538143.31645922 635647.90859151, 537949.16632589 635635.41374226, 537436.22494167 635706.49555686, 536652.80039967 635797.60274177)"
264,Poika Kreek,Saramacca,Poika Kreek,,"LineString (537140.62544658 628906.63191724, 537268.05406846 628969.01065319, 537550.28193773 629079.82152634, 537721.24565567 629074.74556212, 537852.94173236 629102.83679613, 538030.3681554 629138.74866275, 538213.08587889 629140.90529356, 538344.27700076 629173.62254133, 538798.50098706 629235.40771129, 538871.37774218 629123.83772161, 538845.50857856 628968.40760732, 538930.44573291 628879.84028806)"
267,,Saramacca,,,"LineString (542634.45710059 635831.08365416, 540521.19074562 635199.52628371, 537393.51086022 637045.34641322, 536885.36627299 637342.76230292)"
270,Birihoedoe Kreek,Saramacca,Birihoedoe Kreek,,"LineString (529150.23304104 598312.69962827, 529320.59076614 598440.97286735, 529663.48255832 598831.05972308, 530554.60787086 599496.26222245, 530809.84612716 599742.52183315)"
273,Moerjee Kreek,Saramacca,Moerjee Kreek,,"LineString (530204.97556687 592651.93064277, 530418.16727191 592915.55914848, 530470.73959167 593311.05350847, 530247.37093647 593756.85381874, 530270.03199313 593912.29918546, 530352.47515578 594057.96445105, 530737.41641359 594379.64777532, 530813.90639854 594522.84150038, 530787.92121751 594810.9411904, 530725.54576146 595059.71698014, 530742.03132546 595408.20308765, 530701.84356694 595586.43687139, 530765.64630772 595810.01060991, 530763.45220614 595935.71060511)"
275,Kleine Makka Kreek,Saramacca,Kleine Makka Kreek,,"LineString (531519.72183643 605250.32099264, 531469.91295005 605333.27710422, 531194.01498243 605808.84604921, 531022.87067089 606008.97441884, 530990.59995683 606195.40654211, 530532.22607499 606641.01929616, 530270.87422291 606968.37337679, 529954.4916777 607282.90727235)"
279,Motossie Kreek,Saramacca,Motossie Kreek,,"LineString (530762.62390767 620651.7163492, 531135.54105216 621026.18895661, 531482.49480883 621365.12921527, 531586.87700205 621582.15705174, 531609.52742458 621946.87106129, 531635.66590603 622111.75430923)"
284,Grote Mauritie Kreek,Saramacca,Grote Mauritie Kreek,,"LineString (533630.26555755 604581.09179206, 533506.93962105 604677.87266655, 533106.00558632 604878.22638668, 532970.29880663 604895.20196886, 532832.51044339 605031.43139265, 532726.33399898 605203.67725138, 532678.07262896 605302.84812414, 532581.33744411 605404.23304504, 532298.5514847 605539.81732751, 532199.40133063 605589.08037368)"
286,Gangobrokoboto Kreek,Saramacca,Gangobrokoboto Kreek,,"LineString (535491.55204086 616898.8567444, 535122.69977746 616888.9822979, 534789.67535546 617032.58836181, 534457.40717954 617128.6957151, 534124.02738732 617113.56686434, 533441.6589835 617202.39641991, 533011.27826508 617139.28057943, 532623.46865485 617021.31182308, 532241.48658055 616823.98528892, 531999.41196237 616805.91426662, 531863.09893114 616793.60909532)"
289,Kankantrie Kreek,Saramacca,Kankantrie Kreek,,"LineString (532433.58008054 598610.20304499, 532549.98468542 598683.16418863, 532816.18612946 598855.46180997, 533055.95218193 599088.47892039, 533250.49023816 599278.94620222, 533671.97646022 599685.69284281, 534132.26618869 600082.64771933, 534378.45076774 600217.99951941, 534540.45198003 600324.41551608, 534948.39817775 600456.17978512)"
290,Frans Kreek,Saramacca,Frans Kreek,,"LineString (532621.7998965 594190.71912256, 532605.54328629 594576.68305022, 532536.35599305 594846.29632113, 532450.88453876 595125.29752737, 532501.85123135 595345.42315303, 532553.32425508 595536.54108749, 532481.14707757 595885.0916105, 532446.03894333 595957.02011884)"
292,,Saramacca,,,"LineString (533009.98661028 618642.72283433, 532830.70774481 618802.96711139, 532515.89150658 619106.98161878, 532471.64494251 619425.39111381, 532449.71856703 619573.31509253)"
294,Kleine Mauritie Kreek,Saramacca,Kleine Mauritie Kreek,,"LineString (535259.85114368 605559.46911449, 535259.39815931 605559.49605285, 535193.4018132 605563.42076525, 535054.75047215 605680.39358038, 534939.3819398 605578.52698826, 534733.59233972 605615.06917018, 534364.47879148 605785.0857374, 534206.48763962 605735.93472611, 534083.30886475 605629.43661384, 533808.90447362 605786.3042524, 533620.96044145 605772.80830827, 533452.55683471 605698.76324604, 533320.11853649 605796.11599035, 533220.13353909 605938.69340038, 533142.63166509 605978.24974247, 532948.27495153 605900.46482691, 532767.12091558 605913.80388638, 532566.71049786 605998.36443195, 532469.73355026 606037.40224671)"
298,Bossee Kreek,Saramacca,Bossee Kreek,,"LineString (532790.18504912 611704.4943262, 532995.20514839 611741.75870243, 533247.75953665 611828.55544868, 533515.37732915 611717.15260454, 533774.87129754 611811.95573514, 534042.66796702 611800.50984937, 534341.09176244 611759.95184682, 534797.93685953 611752.43599963, 535130.92643221 611700.21529576)"
299,Moris Kreek,Saramacca,Moris Kreek,,"LineString (533143.64317292 594155.50765663, 533138.10543381 594589.06495153, 533132.44290684 594964.38509353, 533042.68841211 595352.8281838, 533019.39274671 595802.60104766, 532932.40692371 595974.26573939, 532821.22612244 596073.18703478)"
300,Oranje Kreek,Saramacca,Oranje Kreek,,"LineString (524971.72989146 643988.35201078, 525073.51813271 644067.50614246, 525346.4270524 644317.29825454, 525662.30489176 644506.58327461, 525919.39919738 644593.48028791, 526188.13279525 644673.74051625, 526474.83121358 644826.75722845, 526671.02687239 645018.8108424)"
301,Fember Kreek,Saramacca,Fember Kreek,,"LineString (524613.09416115 601438.77530719, 525083.61528152 602068.67435261, 525465.88027346 602390.99032047, 525701.58666529 602590.47440381, 525804.50008684 602605.16699948)"
302,Gran Kreek,Saramacca,Gran Kreek,,"LineString (524547.32548989 635332.40626035, 524701.50281043 635603.56628757, 524891.36093497 635999.27021793, 525047.3407792 636234.38103989, 525044.46488637 636448.65318896, 525007.83834983 636701.10717225, 525048.73698095 636898.37883324, 525068.59808584 637053.48033274, 524975.31394863 637225.95122753, 524995.6011511 637367.05635928, 524996.33285973 637684.13446428)"
303,Blakwatra Kreek,Saramacca,Blakwatra Kreek,,"LineString (525987.75158836 604389.65815603, 525982.05311491 604531.41727622, 525913.62981477 605126.67382197, 525746.1736322 605360.77633416, 525529.72248836 605510.08381005, 525283.9106396 605549.44879195, 524980.65458131 605951.31658571, 524710.28234774 606279.22671877, 524316.64591799 606778.36040795)"
304,Dia Kreek,Saramacca,Dia Kreek,,"LineString (526046.93773105 639556.30665332, 526000.11473921 639592.5656744, 525750.43604265 639727.96913426, 525452.99599064 639766.63898733, 525262.85654181 639805.1964423, 524991.24024992 639877.00672249)"
308,Toemoffo Kreek,Saramacca,Toemoffe Kreek,,"LineString (525409.83796748 642993.31692738, 525716.73203357 643001.58941349, 525990.25034638 643021.76145566, 526436.87428642 643075.72508911)"
314,,Saramacca,,,"LineString (526196.43131469 641335.37247501, 526114.31908833 641237.21743662, 526043.56386282 641042.53887127, 525943.60146251 640912.72826923)"
316,Grandraai Kreek,Saramacca,Grandraai Kreek,,"LineString (527976.80683647 605436.56499708, 528028.87939555 605534.38832833, 527967.20145424 606336.07645324, 528003.47555116 606659.11550044, 527961.65232498 606803.47132837, 527832.56102799 606952.58686904, 527589.49161227 607103.25761659, 527217.26252785 607187.03398029, 527052.36033637 607235.92880321, 526800.05051191 607262.36746988)"
320,Boeger Kreek,Saramacca,Boeger Kreek,,"LineString (527299.39644848 613767.77133116, 527519.35040739 613741.39867158, 527771.39996577 613598.47764198, 528133.49796724 613474.7252401, 528586.40373485 613447.83543337, 528994.07003929 613446.92988176, 529373.57669119 613437.21439985, 529735.98177486 613452.58680449, 529811.59820974 613433.79538922)"
321,Tobie Kreek,Saramacca,Tobie Kreek,,"LineString (527219.3363776 594877.61366251, 527523.57592105 595179.53759354, 527650.90475254 595423.47926565, 527775.53118146 595706.23301536, 528113.68926335 595912.02723253, 528553.24177339 596219.53711899, 528642.53152054 596275.904677)"
322,,Saramacca,Kleine Tawa Kreek,,"LineString (527579.75598626 600814.62671783, 527399.16164606 601086.79977808, 527212.22336643 601417.22564439, 527012.428101 601786.50576056, 526960.95681611 601922.50820732)"
325,Grote Tawa Kreek,Saramacca,Grote Tawa Kreek,,"LineString (531333.51740592 601701.98759911, 531036.40864405 601954.99894314, 530706.46966586 602155.53743515, 530466.55550728 602231.95118806, 529854.69355935 602376.02592066, 528599.45454895 602430.53141982, 528143.29539125 602454.20587282, 527865.38499407 602610.11491627, 527600.09141859 602617.16480993)"
327,Elisabeth Kreek,Saramacca,Elisabeth Kreek,,"LineString (527369.59964158 618222.00946479, 527564.11856084 618396.28976429, 527816.94817964 618602.79394809, 528095.60336252 618783.35611664, 528364.32723903 618863.64067828, 528529.36422949 618876.21269276, 528742.35321357 618733.32835971, 528884.46398922 618618.01905344, 529249.51555285 618576.03017011, 529399.7939565 618499.55747951, 529623.13338642 618541.11817925, 529814.060324 618556.86780651, 529987.75260416 618395.47261749, 530413.72138587 618557.66275286, 530654.84361892 618594.11644131, 531297.46327826 618537.62387812, 531468.85340789 618498.41486341)"
329,Donker Kreek,Saramacca,Donker Kreek,,"LineString (531030.23090779 623977.61177771, 530942.94031178 624006.92793882, 530797.4120677 624036.37570583, 530656.37089147 624066.38949181, 530150.4288863 624083.13383023, 529636.3750334 624252.53901795, 529303.16847699 624316.78776909, 529041.14263104 624269.75832405, 528556.78618569 624045.644517)"
330,Vogelnest Kreek,Saramacca,Vogelnest Kreek,,"LineString (528273.86516203 612017.54500191, 528461.65764205 612078.60272285, 528710.88768034 612123.34686411, 528952.73095837 612121.12013662, 529188.02492591 612198.44569144, 529437.41212259 612314.3693664, 529580.45962114 612360.98535633, 529631.66758097 612372.17690425, 529832.16783225 612328.05379343, 530085.01593273 612545.88603486, 530111.833534 612579.8243448)"
331,Grote Makka Kreek,Saramacca,Grote Makka Kreek,,"LineString (531717.53370192 608261.79260875, 531633.56256556 608329.92156556, 531491.33255228 608388.47259379, 531271.30277219 608379.25093908, 530866.88223521 608383.37716243, 530666.64226484 608545.59029718, 530378.70345734 608552.69557908, 530200.82607106 608585.4419566, 529925.92119808 608634.57942522, 529719.0683438 608576.13942557, 529553.45390152 608457.45016809, 529136.83888774 608491.43857868, 528945.14654958 608544.77395719, 528726.88107535 608545.25484252, 528244.1236423 608579.38921763)"
332,Sorkoe Kreek,Saramacca,Sorkee of Borfett Kreek,,"LineString (503650.80066219 646202.3338791, 503748.23626319 646357.42229126, 503671.10859804 646584.10584783, 503736.04685887 646679.40868815, 503869.06066703 646827.94206015, 503882.43660975 646968.41195248, 503944.34923964 647132.31775473, 504071.61558001 647263.04630775, 504207.75153561 647470.26690584, 504300.82244772 647668.49048258, 504245.7438029 647696.22891322, 504051.66801363 647725.80580159, 503849.58689143 647851.24081468, 503864.68171392 648231.01117982, 504024.82347075 648524.90381196)"
334,Bradimoffo Kreek,Saramacca,,,"LineString (500715.75821975 646745.49646135, 500809.13970218 647076.01823813, 500927.65677546 647365.39633792, 500970.96918287 647639.79141543, 500740.40301356 647919.4840428, 500699.50835728 648415.27527987, 500902.58094588 648703.48033192)"
336,Josie Kreek,Saramacca,Josie Kreek,,"LineString (517243.69554952 645782.12603002, 517474.92833538 645977.31351706, 517544.89593468 646217.11515761, 517466.82737822 646420.63481672, 517456.07457569 646664.94755499, 517552.02032711 646876.65449585, 517657.49863411 647013.92028333)"
338,Tijgerkreek,Saramacca,Tijgerkreek,,"LineString (509718.27559853 645121.34349703, 509932.78923784 645353.26279508, 509926.49786197 645676.06829076, 510020.29449583 645659.67064258, 510085.13644345 645714.52577938, 510052.20037238 645984.07293758, 510181.86924142 646087.31164261, 510227.7135376 646320.17370928, 510299.29190142 646488.2617962, 510394.4967747 646630.55745532, 510511.04336667 646821.209755, 510623.79427657 646928.47060975, 510643.61315336 647060.17131562, 510751.35868127 647169.47166928, 510899.69271526 647256.9477855, 510983.73406107 647429.28984931, 510926.82022586 647734.58200108, 510894.74596254 647907.33040731)"
340,Betti Kreek,Saramacca,Betti Kreek,,"LineString (519797.96364077 639473.35823325, 520257.45656552 639491.70807598, 520593.95320164 639490.9292001, 521021.02203005 639480.2340169, 521506.34475973 639475.87512976, 521981.91512738 639452.12556671, 522383.32231882 639538.55605268, 522505.27492055 639696.79638902, 522613.70350349 639822.74994819, 522698.78835954 639877.49741293, 522852.90532629 639914.04015204, 522926.58602058 639941.11872378)"
341,Harlekijn Kreek,Saramacca,Harlekijn Kreek,,"LineString (523171.73719566 602992.84786153, 522998.06799735 603046.80361026, 522833.36042513 603186.29113207, 522596.88823169 603254.44909422, 522503.41148464 603416.43013151, 522296.68439258 603575.42321981, 521838.19008734 603566.9339024, 521443.75929451 603706.92444136, 521323.09177962 603941.10695299, 521102.28221364 604078.69785454, 520654.0095563 604270.76487211, 520305.48510005 604366.71657879, 519659.19668522 604743.45728719)"
342,Ingie Kreek,Saramacca,,,"LineString (519593.2357686 645305.85792149, 519778.64517596 645726.04890459, 519853.365417 645855.29701126, 519931.40447643 646020.12853705, 519926.86518694 646154.41523174, 519842.98305163 646258.14964475, 519953.01827568 646269.21671959, 519968.63802466 646467.31153552)"
346,Grote Poika Kreek,Saramacca,Grote Poika Kreek,,"LineString (519879.15199379 600912.7213066, 520085.553274 600928.14678257, 520498.5453154 601046.3065094, 521006.59267058 601076.94993735, 521445.74893071 601025.06128258, 522042.02335499 600942.95000245, 522494.31781202 600982.10700319, 522902.89766096 601044.61441599, 523304.6366721 601289.64052275, 523478.00771113 601331.35543115, 523648.3244504 601363.34485014)"
347,Kanali Kreek,Saramacca,Kanali Kreek,,"LineString (519870.84916383 644336.15658177, 519981.69278699 644773.35849585, 520060.30825645 645105.77952814, 520261.50168297 645357.68371105, 520339.62349961 645558.10613652, 520366.37005869 645926.8978204, 520489.77474259 646120.7429754, 520504.08697627 646451.49839543)"
348,Wiwiribo Kreek,Saramacca,Wiwiribo Kreek,,"LineString (522538.86760702 597923.16123439, 522979.66862183 598278.11562494, 523303.90685309 598594.49513096, 523719.81073004 598949.43722226, 524008.19874414 599186.02734394, 524281.27366945 599308.65927128, 524461.6143728 599468.89806606, 524683.74168989 599672.6669587, 524766.30398836 599745.03738269)"
349,Tampoca Kreek,Saramacca,Tampoco Kreek,,"LineString (522060.54106175 636727.84907871, 522350.89623834 637063.67581749, 522605.36967449 637273.39875571, 522839.17802327 637514.29477555, 523094.04243949 637689.61856714, 523192.55134492 637771.93951661, 523360.05513346 637965.0827756, 523550.64310368 638313.38379311, 523617.30098946 638373.38638402)"
